dateiname,id,rezept,land,kontinent,gang,art,prompt
sm-rrebr-d-med-karrysild.jpg,sm-rrebr-d-med-karrysild,Smørrebrød med karrysild,Dänemark,Europa,Frühstück,Fisch,"Food-Fotografie: Smørrebrød med karrysild, Frühstück aus Dänemark. Im Bild klar erkennbar: dänisches Roggenbrot, Mayonnaise, Schmand oder Crème fraîche. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
bleskiver.jpg,bleskiver,Æbleskiver,Dänemark,Europa,Snack,Vegetarisch,"Food-Fotografie: Æbleskiver, Snack aus Dänemark. Im Bild klar erkennbar: Buttermilch, Eier, Kardamom. Aufsicht von 90 Grad, serviert auf Holzbrett oder Papier, mehrere Stücke locker verteilt. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
kama.jpg,kama,Kama,Estland,Europa,Frühstück,Vegetarisch,"Food-Fotografie: Kama, Frühstück aus Estland. Im Bild klar erkennbar: Buttermilch oder Kefir, frische Beeren. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
mulgipuder.jpg,mulgipuder,Mulgipuder,Estland,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Mulgipuder, Hauptgericht aus Estland. Im Bild klar erkennbar: Gerstengraupen, Zwiebeln, Butter. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
rosolje.jpg,rosolje,Rosolje,Estland,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Rosolje, Vorspeise aus Estland. Im Bild klar erkennbar: Rote Bete, festkochende Kartoffeln, Apfel. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: dunkler Holztisch mit sichtbaren Gebrauchsspuren; eine emaillierte Schüssel und ein Leinentuch mit Kreuzstichkante. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
karjalanpiirakka.jpg,karjalanpiirakka,Karjalanpiirakka,Finnland,Europa,Frühstück,Vegetarisch,"Food-Fotografie: Karjalanpiirakka, Frühstück aus Finnland. Im Bild klar erkennbar: Rundkornreis, Milch, hartgekochte Eier. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
korvapuusti.jpg,korvapuusti,Korvapuusti,Finnland,Europa,Snack,Vegetarisch,"Food-Fotografie: Korvapuusti, Snack aus Finnland. Im Bild klar erkennbar: lauwarme Milch, gemahlener Kardamom, weiche Butter. Aufsicht von 90 Grad, serviert auf Holzbrett oder Papier, mehrere Stücke locker verteilt. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
lohikeitto.jpg,lohikeitto,Lohikeitto,Finnland,Europa,Suppe,Fisch,"Food-Fotografie: Lohikeitto, Suppe aus Finnland. Im Bild klar erkennbar: Lachsfilet, festkochende Kartoffeln, auchstange. Leichte Schrägsicht von 30 Grad, serviert in tiefer Steingutteller, der Dampf gerade noch sichtbar. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
b-uf-bourguignon.jpg,b-uf-bourguignon,Bœuf bourguignon,Frankreich,Europa,Hauptgericht,Fleisch,"Food-Fotografie: Bœuf bourguignon, Hauptgericht aus Frankreich. Im Bild klar erkennbar: Rindfleisch zum Schmoren, kräftiger Rotwein, braune Champignons. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
ratatouille.jpg,ratatouille,Ratatouille,Frankreich,Europa,Hauptgericht,"Vegetarisch, Vegan","Food-Fotografie: Ratatouille, Hauptgericht aus Frankreich. Im Bild klar erkennbar: Aubergine, Zucchini, Paprika. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
tarte-tatin.jpg,tarte-tatin,Tarte Tatin,Frankreich,Europa,Dessert,Vegetarisch,"Food-Fotografie: Tarte Tatin, Dessert aus Frankreich. Im Bild klar erkennbar: feste, Butter, Rolle Blätter- oder Mürbeteig. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: heller Marmor mit grauer Ader; ein Kupfertopf und ein gefaltetes Leinentuch am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
baklava.jpg,baklava,Baklava,Griechenland,Europa,Dessert,Vegetarisch,"Food-Fotografie: Baklava, Dessert aus Griechenland. Im Bild klar erkennbar: Filoteig, Walnüsse, Zimt. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
horiatiki-salata.jpg,horiatiki-salata,Horiatiki salata,Griechenland,Europa,Vorspeise,Vegetarisch,"Food-Fotografie: Horiatiki salata, Vorspeise aus Griechenland. Im Bild klar erkennbar: reife Tomaten, Salatgurke, rüne Paprika. Aufsicht von 90 Grad, serviert auf kleiner flacher Teller, viel freie Fläche um den Teller. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
moussaka.jpg,moussaka,Moussaka,Griechenland,Europa,Hauptgericht,"Fleisch, Lamm","Food-Fotografie: Moussaka, Hauptgericht aus Griechenland. Im Bild klar erkennbar: roße Auberginen, Kartoffeln, Lamm- oder Rinderhack. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
colcannon.jpg,colcannon,Colcannon,Irland,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Colcannon, Hauptgericht aus Irland. Im Bild klar erkennbar: Grünkohl oder Wirsing, Frühlingszwiebeln, Butter. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: dunkelgrün gestrichenes Holz; eine gusseiserne Pfanne und eine Tasse starker Tee am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
irish-stew.jpg,irish-stew,Irish Stew,Irland,Europa,Suppe,"Fleisch, Lamm","Food-Fotografie: Irish Stew, Suppe aus Irland. Im Bild klar erkennbar: Lamm- oder Hammelfleisch mit Knochen, Kartoffeln, Zwiebeln. Leichte Schrägsicht von 30 Grad, serviert in tiefer Steingutteller, der Dampf gerade noch sichtbar. Untergrund: dunkelgrün gestrichenes Holz; eine gusseiserne Pfanne und eine Tasse starker Tee am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
soda-bread.jpg,soda-bread,Soda Bread,Irland,Europa,Frühstück,Vegetarisch,"Food-Fotografie: Soda Bread, Frühstück aus Irland. Im Bild klar erkennbar: Natron, Buttermilch, Haferflocken. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: dunkelgrün gestrichenes Holz; eine gusseiserne Pfanne und eine Tasse starker Tee am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
kjoets-pa.jpg,kjoets-pa,Kjötsúpa,Island,Europa,Suppe,"Fleisch, Lamm","Food-Fotografie: Kjötsúpa, Suppe aus Island. Im Bild klar erkennbar: Lammfleisch mit Knochen, Kartoffeln, Möhren. Leichte Schrägsicht von 30 Grad, serviert in tiefer Steingutteller, der Dampf gerade noch sichtbar. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
plokkfiskur.jpg,plokkfiskur,Plokkfiskur,Island,Europa,Hauptgericht,Fisch,"Food-Fotografie: Plokkfiskur, Hauptgericht aus Island. Im Bild klar erkennbar: Kabeljau- oder Schellfischfilet, Kartoffeln, roße Zwiebel. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
skyr-me-berjum.jpg,skyr-me-berjum,Skyr með berjum,Island,Europa,Frühstück,Vegetarisch,"Food-Fotografie: Skyr með berjum, Frühstück aus Island. Im Bild klar erkennbar: Skyr, Milch, frische Beeren. Schrägsicht von 45 Grad, serviert auf Frühstücksbrett oder Teller, Morgenlicht, ein Tuch beiläufig danebengelegt. Untergrund: helles, fast weißes Holz; grobes Leinen und ein schlichtes Steingutgefäß am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
risotto-alla-milanese.jpg,risotto-alla-milanese,Risotto alla milanese,Italien,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Risotto alla milanese, Hauptgericht aus Italien. Im Bild klar erkennbar: Risottoreis, Zwiebel, Briefchen Safranfäden. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
spaghetti-al-pomodoro-e-basilico.jpg,spaghetti-al-pomodoro-e-basilico,Spaghetti al pomodoro e basilico,Italien,Europa,Hauptgericht,"Vegetarisch, Vegan","Food-Fotografie: Spaghetti al pomodoro e basilico, Hauptgericht aus Italien. Im Bild klar erkennbar: Spaghetti, reife Tomaten, Knoblauch. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
tiramis.jpg,tiramis,Tiramisù,Italien,Europa,Dessert,Vegetarisch,"Food-Fotografie: Tiramisù, Dessert aus Italien. Im Bild klar erkennbar: Löffelbiskuits, Mascarpone, Eier. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: unbehandelter Terrakotta-Untergrund; ein Olivenholzbrett und ein Zweig Rosmarin am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
flia.jpg,flia,Flia,Kosovo,Europa,Hauptgericht,Vegetarisch,"Food-Fotografie: Flia, Hauptgericht aus Kosovo. Im Bild klar erkennbar: Butter, saure Sahne oder kajmak, Joghurt zum Servieren. Schrägsicht von 45 Grad, serviert in flache Servierplatte oder große Schale, eine Portion angerichtet, der Rest angedeutet im Hintergrund. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
sheqerpare.jpg,sheqerpare,Sheqerpare,Kosovo,Europa,Dessert,Vegetarisch,"Food-Fotografie: Sheqerpare, Dessert aus Kosovo. Im Bild klar erkennbar: feiner Grieß, weiche Butter, Mandeln zum Verzieren. Fast auf Augenhöhe, 20 Grad, serviert in Kuchenteller oder Glasschale, die Schichten oder die Kruste sichtbar. Untergrund: abgenutztes dunkles Holz; ein emaillierter Krug und getrocknete Paprika am Rand. Natürliches Fensterlicht von links, weiche Schatten, kein Blitz, kein Studioglanz. Wie mit 50-mm-Objektiv bei Blende f/4 fotografiert, Hintergrund leicht unscharf, Gericht scharf. Gedeckte warme Palette aus Leinen, Sand und Ton, keine grellen Farben, kein Weißabgleich ins Kalte. Ehrlich und appetitlich statt hochglanzpoliert, so wie es zu Hause auf den Tisch kommt, keine Perfektion. Querformat 3:2, Gericht mittig mit Luft nach allen Seiten. NICHT: kein Text, keine Schrift, keine Buchstaben, kein Logo, kein Wasserzeichen, keine Hände, keine Menschen, kein Besteck in Bewegung, keine Collage, kein Rahmen, kein Rand."
